seed,treatment,phase,car_index,risk_aversion
20260908,uniform_evolutionary,initial,49,0.8943404482548033
20260908,uniform_evolutionary,initial,50,0.15244991494010518
20260908,uniform_evolutionary,initial,51,0.7167515165305958
20260908,uniform_evolutionary,initial,52,0.26970154940843827
20260908,uniform_evolutionary,initial,53,0.7552636232795036
20260908,uniform_evolutionary,initial,54,0.45794332009508487
20260908,uniform_evolutionary,initial,55,0.5126759476640244
20260908,uniform_evolutionary,initial,56,0.6503993986079192
20260908,uniform_evolutionary,initial,57,0.9855856501794231
20260908,uniform_evolutionary,initial,58,0.24572550930916226
20260908,uniform_evolutionary,initial,59,0.007667139022763503
20260908,uniform_evolutionary,initial,60,0.9592410227270185
20260908,uniform_evolutionary,initial,61,0.22171394249372245
20260908,uniform_evolutionary,initial,62,0.4072130360279448
20260908,uniform_evolutionary,initial,63,0.09497794554898031
20260908,uniform_evolutionary,initial,64,0.24771499462326185
20260908,uniform_evolutionary,initial,65,0.3309226342447147
20260908,uniform_evolutionary,initial,66,0.22486653243976762
20260908,uniform_evolutionary,initial,67,0.09992386011754784
20260908,uniform_evolutionary,initial,68,0.33668245407206154
20260908,uniform_evolutionary,initial,69,0.3246750385085041
20260908,uniform_evolutionary,initial,70,0.6886460255690776
20260908,uniform_evolutionary,initial,71,0.8602370118197044
20260908,uniform_evolutionary,initial,72,0.8726631203710498
20260908,uniform_evolutionary,initial,73,0.7851505041743616
20260908,uniform_evolutionary,initial,74,0.2847073451046982
20260908,uniform_evolutionary,initial,75,0.33490042081257576
20260908,uniform_evolutionary,initial,76,0.6093989088310751
20260908,uniform_evolutionary,initial,77,0.7820547366601328
20260908,uniform_evolutionary,initial,78,0.510442301245146
20260908,uniform_evolutionary,initial,79,0.3877144442987628
20260908,uniform_evolutionary,initial,80,0.8371577658570108
20260908,uniform_evolutionary,initial,81,0.36141291201926606
20260908,uniform_evolutionary,initial,82,0.1838308206155751
20260908,uniform_evolutionary,initial,83,0.7612219840803447
20260908,uniform_evolutionary,initial,84,0.4333986583498276
20260908,uniform_evolutionary,initial,85,0.4735027994599238
20260908,uniform_evolutionary,initial,86,0.13684716191480106
20260908,uniform_evolutionary,initial,87,0.9891885116120078
20260908,uniform_evolutionary,initial,88,0.2410071509791193
20260908,uniform_evolutionary,initial,89,0.9478876944451282
20260908,uniform_evolutionary,initial,90,0.442308482687335
20260908,uniform_evolutionary,initial,91,0.7116970137019306
20260908,uniform_evolutionary,initial,92,0.23583397462852906
20260908,uniform_evolutionary,initial,93,0.42038963469514135
20260908,uniform_evolutionary,initial,94,0.5721473069660974
20260908,uniform_evolutionary,initial,95,0.6958893353784005
20260908,uniform_evolutionary,initial,96,0.4603755085432727
20260908,uniform_evolutionary,initial,97,0.8890038766795243
20260908,uniform_evolutionary,initial,98,0.0004522762110087397
20260908,uniform_evolutionary,initial,99,0.12317836277084548
20260908,uniform_evolutionary,initial,100,0.7804549868530634
20260908,uniform_evolutionary,initial,101,0.06628245065859117
20260908,uniform_evolutionary,initial,102,0.048994822156587126
20260908,uniform_evolutionary,initial,103,0.73894872547178
20260908,uniform_evolutionary,initial,104,0.13880186858300936
20260908,uniform_evolutionary,initial,105,0.4814114017433617
20260908,uniform_evolutionary,initial,106,0.8610222118883248
20260908,uniform_evolutionary,initial,107,0.12326166661927618
20260908,uniform_evolutionary,initial,108,0.4459983161435912
20260908,uniform_evolutionary,initial,109,0.4411870344530662
20260908,uniform_evolutionary,initial,110,0.058882261822967075
20260908,uniform_evolutionary,initial,111,0.9345428289229556
20260908,uniform_evolutionary,initial,112,0.9046255455407336
20260908,uniform_evolutionary,initial,113,0.18726645273029274
20260908,uniform_evolutionary,initial,114,0.0195604343769592
20260908,uniform_evolutionary,initial,115,0.586984569361604
20260908,uniform_evolutionary,initial,116,0.6769695543230118
20260908,uniform_evolutionary,initial,117,0.6572232345171335
20260908,uniform_evolutionary,initial,118,0.47974679438771595
20260908,uniform_evolutionary,initial,119,0.4516730365422015
20260908,uniform_evolutionary,initial,120,0.0465764347056854
20260908,uniform_evolutionary,final,1,0.27833971554007847
20260908,uniform_evolutionary,final,2,0.0150578999921391
20260908,uniform_evolutionary,final,3,0.0
20260908,uniform_evolutionary,final,4,0.07865268143603787
20260908,uniform_evolutionary,final,5,0.0
20260908,uniform_evolutionary,final,6,0.13051327800106957
20260908,uniform_evolutionary,final,7,0.16168993927941605
20260908,uniform_evolutionary,final,8,0.14917726493092107
20260908,uniform_evolutionary,final,9,0.48783744532022416
20260908,uniform_evolutionary,final,10,0.39823429246068914
20260908,uniform_evolutionary,final,11,0.0705148936938038
20260908,uniform_evolutionary,final,12,0.18265538877101495
20260908,uniform_evolutionary,final,13,0.05831671288526291
20260908,uniform_evolutionary,final,14,0.411088702708134
20260908,uniform_evolutionary,final,15,0.6766223478268409
20260908,uniform_evolutionary,final,16,0.5994172358450751
20260908,uniform_evolutionary,final,17,0.1502552413840289
20260908,uniform_evolutionary,final,18,0.537007076449682
20260908,uniform_evolutionary,final,19,0.11350774411214262
20260908,uniform_evolutionary,final,20,0.20858151253412854
20260908,uniform_evolutionary,final,21,0.21118933825899097
20260908,uniform_evolutionary,final,22,0.16041888807923702
20260908,uniform_evolutionary,final,23,0.4405529691780726
20260908,uniform_evolutionary,final,24,0.1995898712499885
20260908,uniform_evolutionary,final,25,0.11209531525768685
20260908,uniform_evolutionary,final,26,0.3971677128568793
20260908,uniform_evolutionary,final,27,0.7074873850097426
20260908,uniform_evolutionary,final,28,0.08793614122398191
20260908,uniform_evolutionary,final,29,0.14057786955141346
20260908,uniform_evolutionary,final,30,0.0
20260908,uniform_evolutionary,final,31,0.0980929724178572
20260908,uniform_evolutionary,final,32,0.22794789105002805
20260908,uniform_evolutionary,final,33,0.1586495567710573
20260908,uniform_evolutionary,final,34,0.11499820305676794
20260908,uniform_evolutionary,final,35,0.29157649772647615
20260908,uniform_evolutionary,final,36,0.28000286282239695
20260908,uniform_evolutionary,final,37,0.2832646067196113
20260908,uniform_evolutionary,final,38,0.14512825888639788
20260908,uniform_evolutionary,final,39,0.08920093012941063
20260908,uniform_evolutionary,final,40,0.1901540789118006
20260908,uniform_evolutionary,final,41,0.0
20260908,uniform_evolutionary,final,42,0.1438349892330304
20260908,uniform_evolutionary,final,43,0.29039328530961606
20260908,uniform_evolutionary,final,44,0.2295024724632077
20260908,uniform_evolutionary,final,45,0.4691496571339888
20260908,uniform_evolutionary,final,46,0.17411794620724239
20260908,uniform_evolutionary,final,47,0.6375408019888236
20260908,uniform_evolutionary,final,48,0.4824648342753398
20260908,uniform_evolutionary,final,49,0.164799858727393
20260908,uniform_evolutionary,final,50,0.6934537950778262
20260908,uniform_evolutionary,final,51,0.21673770352595573
20260908,uniform_evolutionary,final,52,0.3710387434455324
20260908,uniform_evolutionary,final,53,0.32317262620137666
20260908,uniform_evolutionary,final,54,0.06830741279509478
20260908,uniform_evolutionary,final,55,0.0
20260908,uniform_evolutionary,final,56,0.14919555616349367
20260908,uniform_evolutionary,final,57,0.48137261058375275
20260908,uniform_evolutionary,final,58,0.6079082803698987
20260908,uniform_evolutionary,final,59,0.08529478109079147
20260908,uniform_evolutionary,final,60,0.12793074547841063
20260908,uniform_evolutionary,final,61,0.3120396205122234
20260908,uniform_evolutionary,final,62,0.16718023903808601
20260908,uniform_evolutionary,final,63,0.0
20260908,uniform_evolutionary,final,64,0.24067762048846958
20260908,uniform_evolutionary,final,65,0.15667001350013154
20260908,uniform_evolutionary,final,66,0.38758291160218356
20260908,uniform_evolutionary,final,67,0.1678648124946613
20260908,uniform_evolutionary,final,68,0.3429091585496406
20260908,uniform_evolutionary,final,69,0.005272997685359701
20260908,uniform_evolutionary,final,70,0.03092912738049303
20260908,uniform_evolutionary,final,71,0.13810251292117479
20260908,uniform_evolutionary,final,72,0.279452661446928
20260908,uniform_evolutionary,final,73,0.1399655542193944
20260908,uniform_evolutionary,final,74,0.0
20260908,uniform_evolutionary,final,75,0.18770227212654048
20260908,uniform_evolutionary,final,76,0.03927623460811595
20260908,uniform_evolutionary,final,77,0.022562990836806542
20260908,uniform_evolutionary,final,78,0.18332886199806103
20260908,uniform_evolutionary,final,79,0.0
20260908,uniform_evolutionary,final,80,0.39322633216212033
20260908,uniform_evolutionary,final,81,0.6768222102269812
20260908,uniform_evolutionary,final,82,0.38123310494063706
20260908,uniform_evolutionary,final,83,0.0
20260908,uniform_evolutionary,final,84,0.38191165313552866
20260908,uniform_evolutionary,final,85,0.0023046234515548577
20260908,uniform_evolutionary,final,86,0.4159878112175657
20260908,uniform_evolutionary,final,87,0.34772549173852363
20260908,uniform_evolutionary,final,88,0.004101927989479698
20260908,uniform_evolutionary,final,89,0.15015159039034764
20260908,uniform_evolutionary,final,90,0.20611373197971025
20260908,uniform_evolutionary,final,91,0.4302023045776812
20260908,uniform_evolutionary,final,92,0.3931287877552325
20260908,uniform_evolutionary,final,93,0.11342897019385355
20260908,uniform_evolutionary,final,94,0.11899889661206517
20260908,uniform_evolutionary,final,95,0.1694234754620057
20260908,uniform_evolutionary,final,96,0.16492596908424645
20260908,uniform_evolutionary,final,97,0.0
20260908,uniform_evolutionary,final,98,0.6694912797427993
20260908,uniform_evolutionary,final,99,0.3923152283465274
20260908,uniform_evolutionary,final,100,0.31217118682359707
20260908,uniform_evolutionary,final,101,0.11674809469011442
20260908,uniform_evolutionary,final,102,0.5061095305590587
20260908,uniform_evolutionary,final,103,0.0
20260908,uniform_evolutionary,final,104,0.11298892231362637
20260908,uniform_evolutionary,final,105,0.07028847977810422
20260908,uniform_evolutionary,final,106,0.4092455715382663
20260908,uniform_evolutionary,final,107,0.0
20260908,uniform_evolutionary,final,108,0.15665707073809165
20260908,uniform_evolutionary,final,109,0.0
20260908,uniform_evolutionary,final,110,0.29114510007299715
20260908,uniform_evolutionary,final,111,0.09696275325584135
20260908,uniform_evolutionary,final,112,0.2058045567815677
20260908,uniform_evolutionary,final,113,0.024914478162867234
20260908,uniform_evolutionary,final,114,0.06542982086883348
20260908,uniform_evolutionary,final,115,0.45438204366927887
20260908,uniform_evolutionary,final,116,0.6489152023554215
20260908,uniform_evolutionary,final,117,0.3960948319667862
20260908,uniform_evolutionary,final,118,0.3820618146093169
20260908,uniform_evolutionary,final,119,0.43232218480616064
20260908,uniform_evolutionary,final,120,0.0
20260909,fixed_0.0,initial,1,0.0
20260909,fixed_0.0,initial,2,0.0
20260909,fixed_0.0,initial,3,0.0
20260909,fixed_0.0,initial,4,0.0
20260909,fixed_0.0,initial,5,0.0
20260909,fixed_0.0,initial,6,0.0
20260909,fixed_0.0,initial,7,0.0
20260909,fixed_0.0,initial,8,0.0
20260909,fixed_0.0,initial,9,0.0
20260909,fixed_0.0,initial,10,0.0
20260909,fixed_0.0,initial,11,0.0
20260909,fixed_0.0,initial,12,0.0
20260909,fixed_0.0,initial,13,0.0
20260909,fixed_0.0,initial,14,0.0
20260909,fixed_0.0,initial,15,0.0
20260909,fixed_0.0,initial,16,0.0
20260909,fixed_0.0,initial,17,0.0
20260909,fixed_0.0,initial,18,0.0
20260909,fixed_0.0,initial,19,0.0
20260909,fixed_0.0,initial,20,0.0
20260909,fixed_0.0,initial,21,0.0
20260909,fixed_0.0,initial,22,0.0
20260909,fixed_0.0,initial,23,0.0
20260909,fixed_0.0,initial,24,0.0
20260909,fixed_0.0,initial,25,0.0
20260909,fixed_0.0,initial,26,0.0
20260909,fixed_0.0,initial,27,0.0
20260909,fixed_0.0,initial,28,0.0
20260909,fixed_0.0,initial,29,0.0
20260909,fixed_0.0,initial,30,0.0
20260909,fixed_0.0,initial,31,0.0
20260909,fixed_0.0,initial,32,0.0
20260909,fixed_0.0,initial,33,0.0
20260909,fixed_0.0,initial,34,0.0
20260909,fixed_0.0,initial,35,0.0
20260909,fixed_0.0,initial,36,0.0
20260909,fixed_0.0,initial,37,0.0
20260909,fixed_0.0,initial,38,0.0
20260909,fixed_0.0,initial,39,0.0
20260909,fixed_0.0,initial,40,0.0
20260909,fixed_0.0,initial,41,0.0
20260909,fixed_0.0,initial,42,0.0
20260909,fixed_0.0,initial,43,0.0
20260909,fixed_0.0,initial,44,0.0
20260909,fixed_0.0,initial,45,0.0
20260909,fixed_0.0,initial,46,0.0
20260909,fixed_0.0,initial,47,0.0
20260909,fixed_0.0,initial,48,0.0
20260909,fixed_0.0,initial,49,0.0
20260909,fixed_0.0,initial,50,0.0
20260909,fixed_0.0,initial,51,0.0
20260909,fixed_0.0,initial,52,0.0
20260909,fixed_0.0,initial,53,0.0
20260909,fixed_0.0,initial,54,0.0
20260909,fixed_0.0,initial,55,0.0
20260909,fixed_0.0,initial,56,0.0
20260909,fixed_0.0,initial,57,0.0
20260909,fixed_0.0,initial,58,0.0
20260909,fixed_0.0,initial,59,0.0
20260909,fixed_0.0,initial,60,0.0
20260909,fixed_0.0,initial,61,0.0
20260909,fixed_0.0,initial,62,0.0
20260909,fixed_0.0,initial,63,0.0
20260909,fixed_0.0,initial,64,0.0
20260909,fixed_0.0,initial,65,0.0
20260909,fixed_0.0,initial,66,0.0
20260909,fixed_0.0,initial,67,0.0
20260909,fixed_0.0,initial,68,0.0
20260909,fixed_0.0,initial,69,0.0
20260909,fixed_0.0,initial,70,0.0
20260909,fixed_0.0,initial,71,0.0
20260909,fixed_0.0,initial,72,0.0
20260909,fixed_0.0,initial,73,0.0
20260909,fixed_0.0,initial,74,0.0
20260909,fixed_0.0,initial,75,0.0
20260909,fixed_0.0,initial,76,0.0
20260909,fixed_0.0,initial,77,0.0
20260909,fixed_0.0,initial,78,0.0
20260909,fixed_0.0,initial,79,0.0
20260909,fixed_0.0,initial,80,0.0
20260909,fixed_0.0,initial,81,0.0
20260909,fixed_0.0,initial,82,0.0
20260909,fixed_0.0,initial,83,0.0
20260909,fixed_0.0,initial,84,0.0
20260909,fixed_0.0,initial,85,0.0
20260909,fixed_0.0,initial,86,0.0
20260909,fixed_0.0,initial,87,0.0
20260909,fixed_0.0,initial,88,0.0
20260909,fixed_0.0,initial,89,0.0
20260909,fixed_0.0,initial,90,0.0
20260909,fixed_0.0,initial,91,0.0
20260909,fixed_0.0,initial,92,0.0
20260909,fixed_0.0,initial,93,0.0
20260909,fixed_0.0,initial,94,0.0
20260909,fixed_0.0,initial,95,0.0
20260909,fixed_0.0,initial,96,0.0
20260909,fixed_0.0,initial,97,0.0
20260909,fixed_0.0,initial,98,0.0
20260909,fixed_0.0,initial,99,0.0
20260909,fixed_0.0,initial,100,0.0
20260909,fixed_0.0,initial,101,0.0
20260909,fixed_0.0,initial,102,0.0
20260909,fixed_0.0,initial,103,0.0
20260909,fixed_0.0,initial,104,0.0
20260909,fixed_0.0,initial,105,0.0
20260909,fixed_0.0,initial,106,0.0
20260909,fixed_0.0,initial,107,0.0
20260909,fixed_0.0,initial,108,0.0
20260909,fixed_0.0,initial,109,0.0
20260909,fixed_0.0,initial,110,0.0
20260909,fixed_0.0,initial,111,0.0
20260909,fixed_0.0,initial,112,0.0
20260909,fixed_0.0,initial,113,0.0
20260909,fixed_0.0,initial,114,0.0
20260909,fixed_0.0,initial,115,0.0
20260909,fixed_0.0,initial,116,0.0
20260909,fixed_0.0,initial,117,0.0
20260909,fixed_0.0,initial,118,0.0
20260909,fixed_0.0,initial,119,0.0
20260909,fixed_0.0,initial,120,0.0
20260909,fixed_0.0,final,1,0.0
20260909,fixed_0.0,final,2,0.0
20260909,fixed_0.0,final,3,0.0
20260909,fixed_0.0,final,4,0.0
20260909,fixed_0.0,final,5,0.0
20260909,fixed_0.0,final,6,0.0
20260909,fixed_0.0,final,7,0.0
20260909,fixed_0.0,final,8,0.0
20260909,fixed_0.0,final,9,0.0
20260909,fixed_0.0,final,10,0.0
20260909,fixed_0.0,final,11,0.0
20260909,fixed_0.0,final,12,0.0
20260909,fixed_0.0,final,13,0.0
20260909,fixed_0.0,final,14,0.0
20260909,fixed_0.0,final,15,0.0
20260909,fixed_0.0,final,16,0.0
20260909,fixed_0.0,final,17,0.0
20260909,fixed_0.0,final,18,0.0
20260909,fixed_0.0,final,19,0.0
20260909,fixed_0.0,final,20,0.0
20260909,fixed_0.0,final,21,0.0
20260909,fixed_0.0,final,22,0.0
20260909,fixed_0.0,final,23,0.0
20260909,fixed_0.0,final,24,0.0
20260909,fixed_0.0,final,25,0.0
20260909,fixed_0.0,final,26,0.0
20260909,fixed_0.0,final,27,0.0
20260909,fixed_0.0,final,28,0.0
20260909,fixed_0.0,final,29,0.0
20260909,fixed_0.0,final,30,0.0
20260909,fixed_0.0,final,31,0.0
20260909,fixed_0.0,final,32,0.0
20260909,fixed_0.0,final,33,0.0
20260909,fixed_0.0,final,34,0.0
20260909,fixed_0.0,final,35,0.0
20260909,fixed_0.0,final,36,0.0
20260909,fixed_0.0,final,37,0.0
20260909,fixed_0.0,final,38,0.0
20260909,fixed_0.0,final,39,0.0
20260909,fixed_0.0,final,40,0.0
20260909,fixed_0.0,final,41,0.0
20260909,fixed_0.0,final,42,0.0
20260909,fixed_0.0,final,43,0.0
20260909,fixed_0.0,final,44,0.0
20260909,fixed_0.0,final,45,0.0
20260909,fixed_0.0,final,46,0.0
20260909,fixed_0.0,final,47,0.0
20260909,fixed_0.0,final,48,0.0
20260909,fixed_0.0,final,49,0.0
20260909,fixed_0.0,final,50,0.0
20260909,fixed_0.0,final,51,0.0
20260909,fixed_0.0,final,52,0.0
20260909,fixed_0.0,final,53,0.0
20260909,fixed_0.0,final,54,0.0
20260909,fixed_0.0,final,55,0.0
20260909,fixed_0.0,final,56,0.0
20260909,fixed_0.0,final,57,0.0
20260909,fixed_0.0,final,58,0.0
20260909,fixed_0.0,final,59,0.0
20260909,fixed_0.0,final,60,0.0
20260909,fixed_0.0,final,61,0.0
20260909,fixed_0.0,final,62,0.0
20260909,fixed_0.0,final,63,0.0
20260909,fixed_0.0,final,64,0.0
20260909,fixed_0.0,final,65,0.0
20260909,fixed_0.0,final,66,0.0
20260909,fixed_0.0,final,67,0.0
20260909,fixed_0.0,final,68,0.0
20260909,fixed_0.0,final,69,0.0
20260909,fixed_0.0,final,70,0.0
20260909,fixed_0.0,final,71,0.0
20260909,fixed_0.0,final,72,0.0
20260909,fixed_0.0,final,73,0.0
20260909,fixed_0.0,final,74,0.0
20260909,fixed_0.0,final,75,0.0
20260909,fixed_0.0,final,76,0.0
20260909,fixed_0.0,final,77,0.0
20260909,fixed_0.0,final,78,0.0
20260909,fixed_0.0,final,79,0.0
20260909,fixed_0.0,final,80,0.0
20260909,fixed_0.0,final,81,0.0
20260909,fixed_0.0,final,82,0.0
20260909,fixed_0.0,final,83,0.0
20260909,fixed_0.0,final,84,0.0
20260909,fixed_0.0,final,85,0.0
20260909,fixed_0.0,final,86,0.0
20260909,fixed_0.0,final,87,0.0
20260909,fixed_0.0,final,88,0.0
20260909,fixed_0.0,final,89,0.0
20260909,fixed_0.0,final,90,0.0
20260909,fixed_0.0,final,91,0.0
20260909,fixed_0.0,final,92,0.0
20260909,fixed_0.0,final,93,0.0
20260909,fixed_0.0,final,94,0.0
20260909,fixed_0.0,final,95,0.0
20260909,fixed_0.0,final,96,0.0
20260909,fixed_0.0,final,97,0.0
20260909,fixed_0.0,final,98,0.0
20260909,fixed_0.0,final,99,0.0
20260909,fixed_0.0,final,100,0.0
20260909,fixed_0.0,final,101,0.0
20260909,fixed_0.0,final,102,0.0
20260909,fixed_0.0,final,103,0.0
20260909,fixed_0.0,final,104,0.0
20260909,fixed_0.0,final,105,0.0
20260909,fixed_0.0,final,106,0.0
20260909,fixed_0.0,final,107,0.0
20260909,fixed_0.0,final,108,0.0
20260909,fixed_0.0,final,109,0.0
20260909,fixed_0.0,final,110,0.0
20260909,fixed_0.0,final,111,0.0
20260909,fixed_0.0,final,112,0.0
20260909,fixed_0.0,final,113,0.0
20260909,fixed_0.0,final,114,0.0
20260909,fixed_0.0,final,115,0.0
20260909,fixed_0.0,final,116,0.0
20260909,fixed_0.0,final,117,0.0
20260909,fixed_0.0,final,118,0.0
20260909,fixed_0.0,final,119,0.0
20260909,fixed_0.0,final,120,0.0
20260909,fixed_0.5,initial,1,0.5
20260909,fixed_0.5,initial,2,0.5
20260909,fixed_0.5,initial,3,0.5
20260909,fixed_0.5,initial,4,0.5
20260909,fixed_0.5,initial,5,0.5
20260909,fixed_0.5,initial,6,0.5
20260909,fixed_0.5,initial,7,0.5
20260909,fixed_0.5,initial,8,0.5
20260909,fixed_0.5,initial,9,0.5
20260909,fixed_0.5,initial,10,0.5
20260909,fixed_0.5,initial,11,0.5
20260909,fixed_0.5,initial,12,0.5
20260909,fixed_0.5,initial,13,0.5
20260909,fixed_0.5,initial,14,0.5
20260909,fixed_0.5,initial,15,0.5
20260909,fixed_0.5,initial,16,0.5
20260909,fixed_0.5,initial,17,0.5
20260909,fixed_0.5,initial,18,0.5
20260909,fixed_0.5,initial,19,0.5
20260909,fixed_0.5,initial,20,0.5
20260909,fixed_0.5,initial,21,0.5
20260909,fixed_0.5,initial,22,0.5
20260909,fixed_0.5,initial,23,0.5
20260909,fixed_0.5,initial,24,0.5
20260909,fixed_0.5,initial,25,0.5
20260909,fixed_0.5,initial,26,0.5
20260909,fixed_0.5,initial,27,0.5
20260909,fixed_0.5,initial,28,0.5
20260909,fixed_0.5,initial,29,0.5
20260909,fixed_0.5,initial,30,0.5
20260909,fixed_0.5,initial,31,0.5
20260909,fixed_0.5,initial,32,0.5
20260909,fixed_0.5,initial,33,0.5
20260909,fixed_0.5,initial,34,0.5
20260909,fixed_0.5,initial,35,0.5
20260909,fixed_0.5,initial,36,0.5
20260909,fixed_0.5,initial,37,0.5
20260909,fixed_0.5,initial,38,0.5
20260909,fixed_0.5,initial,39,0.5
20260909,fixed_0.5,initial,40,0.5
20260909,fixed_0.5,initial,41,0.5
20260909,fixed_0.5,initial,42,0.5
20260909,fixed_0.5,initial,43,0.5
20260909,fixed_0.5,initial,44,0.5
20260909,fixed_0.5,initial,45,0.5
20260909,fixed_0.5,initial,46,0.5
20260909,fixed_0.5,initial,47,0.5
20260909,fixed_0.5,initial,48,0.5
20260909,fixed_0.5,initial,49,0.5
20260909,fixed_0.5,initial,50,0.5
20260909,fixed_0.5,initial,51,0.5
20260909,fixed_0.5,initial,52,0.5
20260909,fixed_0.5,initial,53,0.5
20260909,fixed_0.5,initial,54,0.5
20260909,fixed_0.5,initial,55,0.5
20260909,fixed_0.5,initial,56,0.5
20260909,fixed_0.5,initial,57,0.5
20260909,fixed_0.5,initial,58,0.5
20260909,fixed_0.5,initial,59,0.5
20260909,fixed_0.5,initial,60,0.5
20260909,fixed_0.5,initial,61,0.5
20260909,fixed_0.5,initial,62,0.5
20260909,fixed_0.5,initial,63,0.5
20260909,fixed_0.5,initial,64,0.5
20260909,fixed_0.5,initial,65,0.5
20260909,fixed_0.5,initial,66,0.5
20260909,fixed_0.5,initial,67,0.5
20260909,fixed_0.5,initial,68,0.5
20260909,fixed_0.5,initial,69,0.5
20260909,fixed_0.5,initial,70,0.5
20260909,fixed_0.5,initial,71,0.5
20260909,fixed_0.5,initial,72,0.5
20260909,fixed_0.5,initial,73,0.5
20260909,fixed_0.5,initial,74,0.5
20260909,fixed_0.5,initial,75,0.5
20260909,fixed_0.5,initial,76,0.5
20260909,fixed_0.5,initial,77,0.5
20260909,fixed_0.5,initial,78,0.5
20260909,fixed_0.5,initial,79,0.5
20260909,fixed_0.5,initial,80,0.5
20260909,fixed_0.5,initial,81,0.5
20260909,fixed_0.5,initial,82,0.5
20260909,fixed_0.5,initial,83,0.5
20260909,fixed_0.5,initial,84,0.5
20260909,fixed_0.5,initial,85,0.5
20260909,fixed_0.5,initial,86,0.5
20260909,fixed_0.5,initial,87,0.5
20260909,fixed_0.5,initial,88,0.5
20260909,fixed_0.5,initial,89,0.5
20260909,fixed_0.5,initial,90,0.5
20260909,fixed_0.5,initial,91,0.5
20260909,fixed_0.5,initial,92,0.5
20260909,fixed_0.5,initial,93,0.5
20260909,fixed_0.5,initial,94,0.5
20260909,fixed_0.5,initial,95,0.5
20260909,fixed_0.5,initial,96,0.5
20260909,fixed_0.5,initial,97,0.5
20260909,fixed_0.5,initial,98,0.5
20260909,fixed_0.5,initial,99,0.5
20260909,fixed_0.5,initial,100,0.5
20260909,fixed_0.5,initial,101,0.5
20260909,fixed_0.5,initial,102,0.5
20260909,fixed_0.5,initial,103,0.5
20260909,fixed_0.5,initial,104,0.5
20260909,fixed_0.5,initial,105,0.5
20260909,fixed_0.5,initial,106,0.5
20260909,fixed_0.5,initial,107,0.5
20260909,fixed_0.5,initial,108,0.5
20260909,fixed_0.5,initial,109,0.5
20260909,fixed_0.5,initial,110,0.5
20260909,fixed_0.5,initial,111,0.5
20260909,fixed_0.5,initial,112,0.5
20260909,fixed_0.5,initial,113,0.5
20260909,fixed_0.5,initial,114,0.5
20260909,fixed_0.5,initial,115,0.5
20260909,fixed_0.5,initial,116,0.5
20260909,fixed_0.5,initial,117,0.5
20260909,fixed_0.5,initial,118,0.5
20260909,fixed_0.5,initial,119,0.5
20260909,fixed_0.5,initial,120,0.5
20260909,fixed_0.5,final,1,0.5
20260909,fixed_0.5,final,2,0.5
20260909,fixed_0.5,final,3,0.5
20260909,fixed_0.5,final,4,0.5
20260909,fixed_0.5,final,5,0.5
20260909,fixed_0.5,final,6,0.5
20260909,fixed_0.5,final,7,0.5
20260909,fixed_0.5,final,8,0.5
20260909,fixed_0.5,final,9,0.5
20260909,fixed_0.5,final,10,0.5
20260909,fixed_0.5,final,11,0.5
20260909,fixed_0.5,final,12,0.5
20260909,fixed_0.5,final,13,0.5
20260909,fixed_0.5,final,14,0.5
20260909,fixed_0.5,final,15,0.5
20260909,fixed_0.5,final,16,0.5
20260909,fixed_0.5,final,17,0.5
20260909,fixed_0.5,final,18,0.5
20260909,fixed_0.5,final,19,0.5
20260909,fixed_0.5,final,20,0.5
20260909,fixed_0.5,final,21,0.5
20260909,fixed_0.5,final,22,0.5
20260909,fixed_0.5,final,23,0.5
20260909,fixed_0.5,final,24,0.5
20260909,fixed_0.5,final,25,0.5
20260909,fixed_0.5,final,26,0.5
20260909,fixed_0.5,final,27,0.5
20260909,fixed_0.5,final,28,0.5
20260909,fixed_0.5,final,29,0.5
20260909,fixed_0.5,final,30,0.5
20260909,fixed_0.5,final,31,0.5
20260909,fixed_0.5,final,32,0.5
20260909,fixed_0.5,final,33,0.5
20260909,fixed_0.5,final,34,0.5
20260909,fixed_0.5,final,35,0.5
20260909,fixed_0.5,final,36,0.5
20260909,fixed_0.5,final,37,0.5
20260909,fixed_0.5,final,38,0.5
20260909,fixed_0.5,final,39,0.5
20260909,fixed_0.5,final,40,0.5
20260909,fixed_0.5,final,41,0.5
20260909,fixed_0.5,final,42,0.5
20260909,fixed_0.5,final,43,0.5
20260909,fixed_0.5,final,44,0.5
20260909,fixed_0.5,final,45,0.5
20260909,fixed_0.5,final,46,0.5
20260909,fixed_0.5,final,47,0.5
20260909,fixed_0.5,final,48,0.5
20260909,fixed_0.5,final,49,0.5
20260909,fixed_0.5,final,50,0.5
20260909,fixed_0.5,final,51,0.5
20260909,fixed_0.5,final,52,0.5
20260909,fixed_0.5,final,53,0.5
20260909,fixed_0.5,final,54,0.5
20260909,fixed_0.5,final,55,0.5
20260909,fixed_0.5,final,56,0.5
20260909,fixed_0.5,final,57,0.5
20260909,fixed_0.5,final,58,0.5
20260909,fixed_0.5,final,59,0.5
20260909,fixed_0.5,final,60,0.5
20260909,fixed_0.5,final,61,0.5
20260909,fixed_0.5,final,62,0.5
20260909,fixed_0.5,final,63,0.5
20260909,fixed_0.5,final,64,0.5
20260909,fixed_0.5,final,65,0.5
20260909,fixed_0.5,final,66,0.5
20260909,fixed_0.5,final,67,0.5
